"","qseqid","taxon"
"102","ASV_0127","Sebastes ciliatus_variabilis"
"103","ASV_0128","Sebastes alutus"
"104","ASV_0129","Sebastes alutus"
"105","ASV_0130","Sebastes alutus"
"106","ASV_0131","Sebastes alutus"
"107","ASV_0132","Sebastes carnatus"
"108","ASV_0133","Sebastes melanops"
"109","ASV_0134","Sebastes aleutianus"
"110","ASV_0135","Sebastes alutus"
"111","ASV_0136","Sebastes alutus"
"112","ASV_0137","Sebastes carnatus"
"113","ASV_0138","Sebastes carnatus"
"114","ASV_0139","Sebastes alutus"
"115","ASV_0140","Sebastes brevispinis"
"116","ASV_0142","Sebastes alutus"
"117","ASV_0143","Sebastes alutus"
"118","ASV_0144","Sebastes ruberrimus"
"119","ASV_0145","Sebastes goodei"
"120","ASV_0146","Sebastes alutus"
"121","ASV_0147","Sebastes alutus"
"122","ASV_0148","Sebastes ruberrimus"
"123","ASV_0150","Sebastes alutus"
"124","ASV_0151","Sebastes ruberrimus"
"125","ASV_0152","Sebastes pinniger"
"126","ASV_0153","Sebastes zacentrus"
"127","ASV_0154","Sebastes alutus"
"128","ASV_0155","Sebastes pinniger"
"129","ASV_0156","Sebastes variegatus"
"130","ASV_0157","Sebastes zacentrus"
"131","ASV_0158","Sebastes alutus"
"132","ASV_0159","Sebastes alutus"
"133","ASV_0160","Sebastes carnatus"
"134","ASV_0161","Sebastes alutus"
"135","ASV_0162","Sebastes alutus"
"136","ASV_0163","Sebastes alutus"
"137","ASV_0164","Sebastes entomelas"
"138","ASV_0165","Sebastes ruberrimus"
"139","ASV_0166","Sebastes carnatus"
"140","ASV_0167","Sebastes carnatus"
"141","ASV_0168","Sebastes alutus"
"142","ASV_0169","Sebastes zacentrus"
"143","ASV_0171","Sebastes melanops"
"144","ASV_0172","Sebastes alutus"
"145","ASV_0173","Sebastes alutus"
"146","ASV_0174","Sebastes alutus"
"147","ASV_0175","Sebastes alutus"
"148","ASV_0176","Sebastes alutus"
"149","ASV_0177","Sebastes carnatus"
"150","ASV_0178","Sebastes ruberrimus"
"151","ASV_0179","Sebastes brevispinis"
"152","ASV_0180","Sebastes alutus"
"153","ASV_0181","Sebastes alutus"
"154","ASV_0182","Sebastes alutus"
"155","ASV_0183","Sebastes alutus"
"156","ASV_0184","Sebastes aleutianus"
"157","ASV_0185","Sebastes alutus"
"158","ASV_0186","Sebastes alutus"
"159","ASV_0187","Sebastes carnatus"
"160","ASV_0188","Sebastes maliger"
"161","ASV_0189","Sebastes carnatus"
"162","ASV_0190","Sebastes alutus"
"163","ASV_0191","Sebastes alutus"
"164","ASV_0192","Sebastes alutus"
"165","ASV_0193","Sebastes proriger"
"166","ASV_0194","Sebastes borealis"
"167","ASV_0195","Sebastes nebulosus"
"168","ASV_0196","Sebastes alutus"
"169","ASV_0197","Sebastes alutus"
"170","ASV_0198","Sebastes ciliatus_variabilis"
"171","ASV_0199","Sebastes aleutianus"
"172","ASV_0200","Sebastes borealis"
"173","ASV_0201","Sebastes brevispinis"
"174","ASV_0202","Sebastes alutus"
"175","ASV_0203","Sebastes aleutianus"
"176","ASV_0205","Sebastes borealis"
"177","ASV_0206","Sebastes carnatus"
"178","ASV_0207","Sebastes ruberrimus"
"179","ASV_0208","Sebastes maliger"
"180","ASV_0209","Sebastes zacentrus"
"181","ASV_0210","Sebastes alutus"
"182","ASV_0211","Sebastes zacentrus"
"183","ASV_0212","Sebastes brevispinis"
"184","ASV_0213","Sebastolobus alascanus"
"185","ASV_0214","Sebastes alutus"
"186","ASV_0215","Sebastes aleutianus"
"187","ASV_0216","Sebastes pinniger"
"188","ASV_0217","Sebastes melanops"
"189","ASV_0218","Sebastes aleutianus"
"190","ASV_0219","Sebastolobus alascanus"
"191","ASV_0220","Sebastes alutus"
"192","ASV_0221","Sebastes carnatus"
"193","ASV_0222","Sebastes brevispinis"
"194","ASV_0223","Sebastes brevispinis"
"195","ASV_0224","Sebastes alutus"
"196","ASV_0225","Sebastes alutus"
"197","ASV_0226","Sebastes alutus"
"198","ASV_0227","Sebastes aleutianus"
"199","ASV_0228","Sebastes alutus"
"200","ASV_0229","Sebastes alutus"
"201","ASV_0230","Sebastes alutus"
"202","ASV_0231","Sebastes variegatus"
"203","ASV_0232","Sebastes ciliatus_variabilis"
"204","ASV_0233","Sebastes carnatus"
"205","ASV_0234","Sebastes alutus"
"206","ASV_0235","Sebastes aleutianus"
"207","ASV_0236","Sebastes alutus"
"208","ASV_0237","Sebastes alutus"
"209","ASV_0238","Sebastes pinniger"
"210","ASV_0239","Sebastes alutus"
"211","ASV_0240","Sebastes melanostictus"
"212","ASV_0241","Sebastes brevispinis"
"213","ASV_0242","Sebastes brevispinis"
"214","ASV_0244","Sebastes carnatus"
"215","ASV_0245","Sebastes alutus"
"216","ASV_0246","Sebastes alutus"
"217","ASV_0247","Sebastes maliger"
"218","ASV_0248","Sebastes maliger"
"219","ASV_0249","Sebastes alutus"
"220","ASV_0250","Sebastes carnatus"
"221","ASV_0251","Sebastes babcocki"
"222","ASV_0252","Sebastes aleutianus"
"223","ASV_0253","Sebastes zacentrus"
"224","ASV_0254","Sebastes alutus"
"225","ASV_0255","Sebastes brevispinis"
"226","ASV_0256","Sebastes alutus"
"227","ASV_0257","Sebastes carnatus"
"228","ASV_0258","Sebastes brevispinis"
"229","ASV_0259","Sebastes aleutianus"
"230","ASV_0260","Sebastes ciliatus_variabilis"
"231","ASV_0261","Sebastes aleutianus"
"232","ASV_0262","Sebastes borealis"
"233","ASV_0263","Sebastes alutus"
"234","ASV_0264","Sebastes ciliatus_variabilis"
"235","ASV_0265","Sebastes alutus"
"236","ASV_0266","Sebastolobus alascanus"
"237","ASV_0267","Sebastes carnatus"
"238","ASV_0268","Sebastes polyspinis"
"239","ASV_0269","Sebastes alutus"
"240","ASV_0270","Sebastes alutus"
"241","ASV_0271","Sebastes alutus"
"242","ASV_0272","Sebastes melanops"
"243","ASV_0273","Sebastes polyspinis"
"244","ASV_0274","Sebastes carnatus"
"245","ASV_0275","Sebastes carnatus"
"246","ASV_0276","Sebastes alutus"
"247","ASV_0277","Sebastes alutus"
"248","ASV_0278","Sebastes variegatus"
"249","ASV_0279","Sebastes carnatus"
"250","ASV_0281","Sebastes aleutianus"
"251","ASV_0282","Sebastes polyspinis"
"252","ASV_0283","Sebastes alutus"
"253","ASV_0284","Sebastes nigrocinctus"
"254","ASV_0285","Sebastes variegatus"
"255","ASV_0286","Sebastes alutus"
"256","ASV_0287","Sebastes melanostictus"
"257","ASV_0288","Sebastes babcocki"
"258","ASV_0289","Sebastes alutus"
"259","ASV_0291","Sebastes entomelas"
"260","ASV_0292","Sebastes alutus"
"261","ASV_0293","Sebastes helvomaculatus"
"262","ASV_0294","Sebastes polyspinis"
"263","ASV_0295","Sebastes alutus"
"264","ASV_0298","Sebastes aleutianus"
"265","ASV_0299","Sebastes alutus"
"266","ASV_0300","Sebastes aleutianus"
"267","ASV_0301","Sebastolobus alascanus"
"268","ASV_0302","Sebastes carnatus"
"269","ASV_0303","Sebastes aleutianus"
"270","ASV_0304","Sebastes borealis"
"271","ASV_0305","Sebastes alutus"
"272","ASV_0307","Sebastes alutus"
"273","ASV_0308","Sebastes alutus"
"274","ASV_0309","Sebastes alutus"
"275","ASV_0310","Sebastes alutus"
"276","ASV_0311","Sebastes aleutianus"
"277","ASV_0312","Sebastes aleutianus"
"278","ASV_0313","Sebastes alutus"
"279","ASV_0314","Sebastes melanostictus"
"280","ASV_0315","Sebastes brevispinis"
"281","ASV_0316","Sebastes brevispinis"
"282","ASV_0317","Sebastes flavidus"
"283","ASV_0318","Sebastes aleutianus"
"284","ASV_0319","Sebastes proriger"
"285","ASV_0320","Sebastes pinniger"
"286","ASV_0321","Sebastes borealis"
"287","ASV_0322","Sebastes flavidus"
"288","ASV_0324","Sebastolobus alascanus"
"289","ASV_0325","Sebastes alutus"
"290","ASV_0326","Sebastes carnatus"
"291","ASV_0327","Sebastes polyspinis"
"292","ASV_0328","Sebastes brevispinis"
"293","ASV_0329","Sebastes nigrocinctus"
"294","ASV_0330","Sebastes aleutianus"
"295","ASV_0331","Sebastes aleutianus"
"296","ASV_0332","Sebastes ruberrimus"
"297","ASV_0333","Sebastes aleutianus"
"298","ASV_0334","Sebastes brevispinis"
"299","ASV_0335","Sebastes alutus"
"300","ASV_0337","Sebastes aleutianus"
"301","ASV_0338","Sebastes brevispinis"
"302","ASV_0340","Sebastes alutus"
"303","ASV_0341","Sebastes alutus"
"304","ASV_0343","Sebastes alutus"
"305","ASV_0344","Sebastes polyspinis"
"306","ASV_0345","Sebastes aleutianus"
"307","ASV_0346","Sebastes alutus"
"308","ASV_0349","Sebastes aleutianus"
"309","ASV_0351","Sebastes melanops"
"310","ASV_0352","Sebastes alutus"
"311","ASV_0355","Sebastes borealis"
"312","ASV_0357","Sebastes borealis"
"313","ASV_0358","Sebastes aleutianus"
"314","ASV_0359","Sebastes brevispinis"
"315","ASV_0360","Sebastes flavidus"
"316","ASV_0361","Sebastes alutus"
"317","ASV_0362","Sebastes proriger"
"318","ASV_0364","Sebastes babcocki"
"319","ASV_0365","Sebastes brevispinis"
"320","ASV_0366","Sebastes brevispinis"
"321","ASV_0367","Sebastes elongatus"
"322","ASV_0368","Sebastes brevispinis"
"323","ASV_0369","Sebastes goodei"
"324","ASV_0371","Sebastes brevispinis"
"325","ASV_0372","Sebastes proriger"
"326","ASV_0373","Sebastes carnatus"
"327","ASV_0374","Sebastes entomelas"
"328","ASV_0375","Sebastes carnatus"
"329","ASV_0377","Sebastes zacentrus"
"330","ASV_0379","Sebastes melanops"
"331","ASV_0380","Sebastes carnatus"
"332","ASV_0382","Sebastolobus alascanus"
"333","ASV_0384","Sebastes alutus"
"334","ASV_0385","Sebastes pinniger"
"335","ASV_0386","Sebastes alutus"
"336","ASV_0387","Sebastes brevispinis"
"337","ASV_0388","Sebastes brevispinis"
"338","ASV_0389","Sebastes pinniger"
"339","ASV_0390","Sebastes polyspinis"
"340","ASV_0393","Sebastes ruberrimus"
"341","ASV_0394","Sebastes carnatus"
"342","ASV_0395","Sebastes alutus"
"343","ASV_0396","Sebastes maliger"
"344","ASV_0398","Sebastes maliger"
"345","ASV_0399","Sebastes babcocki"
"346","ASV_0402","Sebastes helvomaculatus"
"347","ASV_0403","Sebastes maliger"
"348","ASV_0405","Sebastes babcocki"
"349","ASV_0406","Sebastes polyspinis"
"350","ASV_0408","Sebastes brevispinis"
"351","ASV_0410","Sebastes alutus"
"352","ASV_0411","Sebastes alutus"
"353","ASV_0414","Sebastes brevispinis"
"354","ASV_0415","Sebastes aleutianus"
"355","ASV_0416","Sebastes polyspinis"
"356","ASV_0417","Sebastes nigrocinctus"
"357","ASV_0418","Sebastes alutus"
"358","ASV_0419","Sebastes elongatus"
"359","ASV_0420","Sebastes ruberrimus"
"360","ASV_0421","Sebastes diaconus"
"361","ASV_0423","Sebastes aleutianus"
"362","ASV_0424","Sebastes carnatus"
"363","ASV_0425","Sebastes polyspinis"
"364","ASV_0429","Sebastes carnatus"
"365","ASV_0430","Sebastes flavidus"
"366","ASV_0432","Sebastes maliger"
"367","ASV_0433","Sebastes alutus"
"368","ASV_0435","Sebastes flavidus"
"369","ASV_0436","Sebastes aleutianus"
"370","ASV_0437","Sebastes carnatus"
"371","ASV_0438","Sebastes nigrocinctus"
"372","ASV_0439","Sebastes helvomaculatus"
"373","ASV_0441","Sebastes maliger"
"374","ASV_0443","Sebastes babcocki"
"375","ASV_0444","Sebastes goodei"
"376","ASV_0446","Sebastes ruberrimus"
"377","ASV_0447","Sebastes nigrocinctus"
"378","ASV_0448","Sebastes carnatus"
"379","ASV_0449","Sebastes borealis"
"380","ASV_0452","Sebastes pinniger"
"381","ASV_0453","Sebastes alutus"
"382","ASV_0454","Sebastes proriger"
"383","ASV_0455","Sebastes brevispinis"
"384","ASV_0456","Sebastes helvomaculatus"
"385","ASV_0457","Sebastes melanostictus"
"386","ASV_0458","Sebastes aleutianus"
"387","ASV_0459","Sebastes borealis"
"388","ASV_0460","Sebastes nigrocinctus"
"389","ASV_0461","Sebastes polyspinis"
"390","ASV_0462","Sebastes pinniger"
"391","ASV_0463","Sebastes aleutianus"
"392","ASV_0464","Sebastes nigrocinctus"
"393","ASV_0465","Sebastes melanostictus"
"394","ASV_0466","Sebastes alutus"
"395","ASV_0467","Sebastes brevispinis"
"396","ASV_0469","Sebastes proriger"
"397","ASV_0470","Sebastes maliger"
"398","ASV_0472","Sebastes pinniger"
"399","ASV_0473","Sebastes elongatus"
"400","ASV_0475","Sebastes brevispinis"
"401","ASV_0476","Sebastes aleutianus"
"402","ASV_0478","Sebastes goodei"
"403","ASV_0479","Sebastes helvomaculatus"
"404","ASV_0480","Sebastes entomelas"
"405","ASV_0482","Sebastes aleutianus"
"406","ASV_0483","Sebastes proriger"
"407","ASV_0484","Sebastes brevispinis"
"408","ASV_0485","Sebastes borealis"
"409","ASV_0486","Sebastes proriger"
"410","ASV_0487","Sebastes ruberrimus"
"411","ASV_0489","Sebastes maliger"
"412","ASV_0490","Sebastes nigrocinctus"
"413","ASV_0492","Sebastes brevispinis"
"414","ASV_0493","Sebastes elongatus"
"415","ASV_0494","Sebastes nigrocinctus"
"416","ASV_0496","Sebastes nigrocinctus"
"417","ASV_0498","Sebastes aleutianus"
"418","ASV_0500","Sebastes proriger"
"419","ASV_0501","Sebastes alutus"
"420","ASV_0502","Sebastes brevispinis"
"421","ASV_0503","Sebastes entomelas"
"422","ASV_0504","Sebastes nigrocinctus"
"423","ASV_0505","Sebastes pinniger"
"424","ASV_0506","Sebastes flavidus"
"425","ASV_0507","Sebastes helvomaculatus"
"426","ASV_0509","Sebastes pinniger"
"427","ASV_0510","Sebastes alutus"
"428","ASV_0511","Sebastes elongatus"
"429","ASV_0513","Sebastes polyspinis"
"430","ASV_0514","Sebastes nigrocinctus"
"431","ASV_0515","Sebastes aleutianus"
"432","ASV_0516","Sebastes ruberrimus"
"433","ASV_0517","Sebastes alutus"
"434","ASV_0518","Sebastes borealis"
"435","ASV_0519","Sebastes melanops"
"436","ASV_0520","Sebastes entomelas"
"437","ASV_0526","Sebastes ruberrimus"
"438","ASV_0531","Sebastes maliger"
"439","ASV_0532","Sebastes alutus"
"440","ASV_0533","Sebastes ruberrimus"
"441","ASV_0534","Sebastes caurinus"
"442","ASV_0539","Sebastes pinniger"
"443","ASV_0540","Sebastes nigrocinctus"
"444","ASV_0542","Sebastes entomelas"
"445","ASV_0543","Sebastes borealis"
"446","ASV_0545","Sebastes nigrocinctus"
"447","ASV_0548","Sebastes goodei"
"448","ASV_0549","Sebastes nigrocinctus"
"449","ASV_0551","Sebastes alutus"
"450","ASV_0554","Sebastes alutus"
"451","ASV_0555","Sebastes elongatus"
"452","ASV_0556","Sebastes babcocki"
"453","ASV_0557","Sebastes melanostictus"
"454","ASV_0558","Sebastes entomelas"
"455","ASV_0559","Sebastes brevispinis"
"456","ASV_0561","Sebastes ruberrimus"
"457","ASV_0563","Sebastes brevispinis"
"458","ASV_0564","Sebastes melanostictus"
"459","ASV_0565","Sebastolobus alascanus"
"460","ASV_0569","Sebastes proriger"
"461","ASV_0570","Sebastes atrovirens"
"462","ASV_0572","Sebastes melanostictus"
"463","ASV_0573","Sebastes ruberrimus"
"464","ASV_0574","Sebastes nigrocinctus"
"465","ASV_0575","Sebastes aleutianus"
"466","ASV_0576","Sebastes maliger"
"467","ASV_0577","Sebastes alutus"
"468","ASV_0580","Sebastes borealis"
"469","ASV_0581","Sebastes alutus"
"470","ASV_0584","Sebastes flavidus"
"471","ASV_0585","Sebastes wilsoni"
"472","ASV_0586","Sebastes ciliatus_variabilis"
"473","ASV_0587","Sebastes ruberrimus"
"474","ASV_0588","Sebastes nigrocinctus"
"475","ASV_0590","Sebastes flavidus"
"476","ASV_0591","Sebastes aleutianus"
"477","ASV_0592","Sebastolobus alascanus"
"478","ASV_0593","Sebastes borealis"
"479","ASV_0594","Sebastes reedi"
"480","ASV_0595","Sebastes proriger"
"481","ASV_0597","Sebastes serranoides"
"482","ASV_0598","Sebastes wilsoni"
"483","ASV_0604","Sebastes babcocki"
"484","ASV_0606","Sebastes babcocki"
"485","ASV_0609","Sebastes babcocki"
"486","ASV_0611","Sebastes zacentrus"
"487","ASV_0612","Sebastes melanops"
"488","ASV_0613","Sebastes alutus"
"489","ASV_0614","Sebastes ruberrimus"
"490","ASV_0615","Sebastes helvomaculatus"
"491","ASV_0616","Sebastes aleutianus"
"492","ASV_0619","Sebastes elongatus"
"493","ASV_0622","Sebastes borealis"
"494","ASV_0623","Sebastes babcocki"
"495","ASV_0624","Sebastes proriger"
"496","ASV_0625","Sebastes miniatus"
"497","ASV_0629","Sebastes maliger"
"498","ASV_0631","Sebastes melanostictus"
"499","ASV_0634","Sebastes babcocki"
"500","ASV_0635","Sebastes borealis"
"501","ASV_0639","Sebastes proriger"
"502","ASV_0640","Sebastes pinniger"
"503","ASV_0641","Sebastes nigrocinctus"
"504","ASV_0645","Sebastes alutus"
"505","ASV_0646","Sebastes zacentrus"
"506","ASV_0651","Sebastes melanops"
"507","ASV_0653","Sebastes maliger"
"508","ASV_0654","Sebastes ruberrimus"
"509","ASV_0655","Sebastes maliger"
"510","ASV_0656","Sebastes aleutianus"
"511","ASV_0657","Sebastes zacentrus"
"512","ASV_0664","Sebastes polyspinis"
"513","ASV_0666","Sebastes proriger"
"514","ASV_0670","Sebastes caurinus"
"515","ASV_0672","Sebastes borealis"
"516","ASV_0674","Sebastes elongatus"
"517","ASV_0676","Sebastes pinniger"
"518","ASV_0677","Sebastes maliger"
"519","ASV_0678","Sebastes nebulosus"
"520","ASV_0679","Sebastes babcocki"
"521","ASV_0680","Sebastes helvomaculatus"
"522","ASV_0681","Sebastes polyspinis"
"523","ASV_0686","Sebastes borealis"
"524","ASV_0689","Sebastes polyspinis"
"525","ASV_0690","Sebastes nigrocinctus"
"526","ASV_0691","Sebastes aleutianus"
"527","ASV_0692","Sebastes wilsoni"
"528","ASV_0694","Sebastes flavidus"
"529","ASV_0697","Sebastes melanops"
"530","ASV_0698","Sebastes proriger"
"531","ASV_0699","Sebastes borealis"
"532","ASV_0700","Sebastes carnatus"
"533","ASV_0701","Sebastes alutus"
"534","ASV_0702","Sebastes aleutianus"
"535","ASV_0703","Sebastes polyspinis"
"536","ASV_0705","Sebastes elongatus"
"537","ASV_0708","Sebastes babcocki"
"538","ASV_0709","Sebastes melanostictus"
"539","ASV_0710","Sebastes proriger"
"540","ASV_0711","Sebastes brevispinis"
"541","ASV_0713","Sebastes wilsoni"
"542","ASV_0714","Sebastes elongatus"
"543","ASV_0717","Sebastes polyspinis"
"544","ASV_0718","Sebastes maliger"
"545","ASV_0720","Sebastes alutus"
"546","ASV_0721","Sebastes brevispinis"
"547","ASV_0724","Sebastes helvomaculatus"
"548","ASV_0726","Sebastes maliger"
"549","ASV_0729","Sebastes nigrocinctus"
"550","ASV_0732","Sebastes proriger"
"551","ASV_0733","Sebastes borealis"
"552","ASV_0734","Sebastes crameri"
"553","ASV_0737","Sebastes polyspinis"
"554","ASV_0738","Sebastes polyspinis"
"555","ASV_0740","Sebastes helvomaculatus"
"556","ASV_0741","Sebastes polyspinis"
"557","ASV_0743","Sebastes alutus"
"558","ASV_0745","Sebastes borealis"
"559","ASV_0748","Sebastes proriger"
"560","ASV_0753","Sebastes alutus"
"561","ASV_0755","Sebastes maliger"
"562","ASV_0762","Sebastes alutus"
"563","ASV_0765","Sebastes reedi"
"564","ASV_0766","Sebastes alutus"
"565","ASV_0767","Sebastes variegatus"
"566","ASV_0768","Sebastes flavidus"
"567","ASV_0769","Sebastes borealis"
"568","ASV_0775","Sebastes babcocki"
"569","ASV_0778","Sebastes wilsoni"
"570","ASV_0779","Sebastes aleutianus"
"571","ASV_0784","Sebastes polyspinis"
"572","ASV_0787","Sebastes polyspinis"
"573","ASV_0788","Sebastes polyspinis"
"574","ASV_0791","Sebastes maliger"
"575","ASV_0794","Sebastes borealis"
"576","ASV_0800","Sebastes maliger"
"577","ASV_0801","Sebastes nebulosus"
"578","ASV_0804","Sebastes ruberrimus"
"579","ASV_0807","Sebastes melanops"
"580","ASV_0811","Sebastes helvomaculatus"
"581","ASV_0812","Sebastes ciliatus_variabilis"
"582","ASV_0815","Sebastes helvomaculatus"
"583","ASV_0817","Sebastes maliger"
"584","ASV_0820","Sebastes alutus"
"585","ASV_0821","Sebastes helvomaculatus"
"586","ASV_0823","Sebastes alutus"
"587","ASV_0825","Sebastes borealis"
"588","ASV_0828","Sebastes proriger"
"589","ASV_0834","Sebastes ciliatus_variabilis"
"590","ASV_0844","Sebastes alutus"
"591","ASV_0845","Sebastes elongatus"
"592","ASV_0860","Sebastes wilsoni"
"593","ASV_0861","Sebastes maliger"
"594","ASV_0862","Sebastes borealis"
"595","ASV_0864","Sebastes polyspinis"
"596","ASV_0868","Sebastes brevispinis"
"597","ASV_0871","Sebastes alutus"
"598","ASV_0875","Sebastes elongatus"
"599","ASV_0876","Sebastes emphaeus"
"600","ASV_0878","Sebastes maliger"
"601","ASV_0888","Sebastes brevispinis"
"602","ASV_0904","Sebastes proriger"
"603","ASV_0905","Sebastes borealis"
"604","ASV_0907","Sebastes borealis"
"605","ASV_0910","Sebastes polyspinis"
"606","ASV_0914","Sebastes brevispinis"
"607","ASV_0916","Sebastes proriger"
"608","ASV_0918","Sebastes entomelas"
"609","ASV_0920","Sebastes aleutianus"
"610","ASV_0926","Sebastes aleutianus"
"611","ASV_0939","Sebastes helvomaculatus"
"612","ASV_0941","Sebastes pinniger"
"613","ASV_0952","Sebastes goodei"
"614","ASV_0955","Sebastes aleutianus"
"615","ASV_0958","Sebastes ciliatus_variabilis"
"616","ASV_0960","Sebastes melanostictus"
"617","ASV_0965","Sebastes alutus"
"618","ASV_0966","Sebastes alutus"
"619","ASV_0978","Sebastes carnatus"
"620","ASV_0987","Sebastes aleutianus"
"621","ASV_0995","Sebastes maliger"
"622","ASV_0996","Sebastes alutus"
"623","ASV_0998","Sebastes borealis"
"624","ASV_1000","Sebastes brevispinis"
"625","ASV_1004","Sebastes aleutianus"
"626","ASV_1005","Sebastes alutus"
"627","ASV_1006","Sebastes alutus"
"628","ASV_1007","Sebastes alutus"
"629","ASV_1008","Sebastes alutus"
"630","ASV_1010","Sebastes alutus"
"631","ASV_0008","Sebastes emphaeus_variegatus_wilsoni"
"632","ASV_0010","Sebastes emphaeus_variegatus_wilsoni"
"633","ASV_0023","Sebastes emphaeus_variegatus_wilsoni"
"634","ASV_0028","Sebastes emphaeus_variegatus_wilsoni"
"635","ASV_0031","Sebastes emphaeus_variegatus_wilsoni"
"636","ASV_0071","Sebastes ciliatus_variabilis"
"637","ASV_0077","Sebastes ciliatus_variabilis"
"638","ASV_0082","Sebastes emphaeus_variegatus_wilsoni"
"639","ASV_0088","Sebastes emphaeus_variegatus_wilsoni"
"640","ASV_0098","Sebastes emphaeus_variegatus_wilsoni"
"641","ASV_0110","Sebastes emphaeus_variegatus_wilsoni"
"642","ASV_0141","Sebastes emphaeus_variegatus_wilsoni"
"643","ASV_0170","Sebastes emphaeus_variegatus_wilsoni"
"644","ASV_0280","Sebastes diaconus_entomelas"
"645","ASV_0290","Sebastes emphaeus_variegatus_wilsoni"
"646","ASV_0306","Sebastes emphaeus_variegatus_wilsoni"
"647","ASV_0323","Sebastes diaconus_entomelas"
"648","ASV_0401","Sebastes emphaeus_variegatus_wilsoni"
